1368746245,2020955
1368746252,2021062
1368746511,2021062
1368746569,2021142
1368750193,2022155
1368751998,2022560
1368758718,2024552
1368762910,2025665
1368763899,2025922
1368764137,2025972
1368764371,2026052
1368764852,2026287
1368765001,2026287
1368766801,2026712
1368768602,2027140
1368770401,2027587
1368772201,2027902
1368774001,2028392
1368775801,2028862
1368777602,2029240
1368779401,2029760
1368781201,2030475
1368783001,2030947
1368784801,2031482
1368786602,2032132
1368788401,2033017
1368790202,2033852
1368792001,2034695
1368793802,2035517
1368795601,2036357
1368797401,2037165
1368799202,2037995
1368801001,2039090
1368802802,2039830
1368804601,2040950
1368806402,2041950
1368808201,2042600
1368810002,2043400
1368811801,2044297
1368813601,2045142
1368815403,2045875
1368817201,2046570
1368819002,2047272
1368820801,2048055
1368822602,2048577
1368824401,2049077
1368826202,2049627
1368828001,2050090
1368829802,2050520
1368831601,2050965
1368833402,2051312
1368835201,2051647
1368837001,2052030
1368838802,2052430
1368840601,2052870
1368842402,2053320
1368844201,2053740
1368846002,2054120
1368847801,2054540
1368849601,2054912
1368851403,2055290
1368853201,2055665
1368855001,2056095
1368856801,2056465
1368858601,2056990
1368860402,2057392
1368862201,2057857
1368864001,2058155
1368865801,2058615
1368867601,2059202
1368869402,2059815
1368871201,2060375
1368873002,2061062
1368874801,2061625
1368876601,2062322
1368878401,2062872
1368880201,2063542
1368882002,2064290
1368883801,2065015
1368885602,2065712
1368887402,2066382
1368889201,2067022
1368891002,2067610
1368892801,2068247
1368894601,2068962
1368896401,2069635
1368898202,2070440
1368900001,2071055
1368901802,2071657
1368903601,2072297
1368905402,2072787
1368907201,2073332
1368909002,2073797
1368910801,2074220
1368912602,2074815
1368914401,2075090
1368916201,2075470
1368918001,2075790
1368919801,2076117
1368921601,2076357
1368923401,2076625
1368925202,2076877
1368927001,2077100
1368928802,2077345
1368930601,2077640
1368932401,2077875
1368934201,2078122
1368936001,2078400
1368937802,2078640
1368939601,2078887
1368941401,2079210
1368943201,2079522
1368945001,2079872
1368946802,2080100
1368948601,2080425
1368950401,2080767
1368952201,2081165
1368954001,2081560
1368955802,2081997
1368957601,2082317
1368959402,2082710
1368961201,2083002
1368963002,2083145
1368964801,2083792
1368966602,2084397
1368968401,2084847
1368970201,2085277
1368972002,2085687
1368973801,2086180
1368975602,2086745
1368977401,2087342
1368979201,2087850
1368981001,2088285
1368982801,2088897
1368984602,2089490
1368986401,2089920
1368988202,2090490
1368990001,2090837
1368991802,2091277
1368993601,2091702
1368995401,2092035
1368997202,2092397
1368999001,2092725
1369000802,2092937
1369002602,2093147
1369004401,2093370
1369006201,2093572
1369008002,2093757
1369009801,2093920
1369011602,2094065
1369013401,2094242
1369015201,2094435
1369017001,2094632
1369018801,2094890
1369020602,2095095
1369022401,2095262
1369024202,2095442
1369026002,2095625
1369027801,2095830
1369029601,2096117
1369031402,2096395
1369033202,2096637
1369035001,2096907
1369036802,2097170
1369038601,2097487
1369040402,2097790
1369042201,2098247
1369044001,2098637
1369045802,2099060
1369047601,2099460
1369049402,2100000
1369051201,2100525
1369053002,2101040
1369054801,2101427
1369056601,2102007
1369058401,2102542
1369060201,2103127
1369062001,2103555
1369063802,2104165
1369065601,2104612
1369067401,2105065
1369069201,2105515
1369071001,2105950
1369072801,2106415
1369074601,2106880
1369076402,2107245
1369078201,2107552
1369080002,2107862
1369081801,2108127
1369083601,2108357
